"last","st","chamber","id","subcommittee","account","department","recipient","location","project","budget_request","additional_amount","amount","first.x","multi","origination","member_amount","house_mem","sentate_mem","house_tot","senate_tot","first.y","middle_name","suffix","nickname","full_name","birthday","gender","district","senate_class","party","bioguide_id"
"Capito","WV","S",6143,"Interior","STAG- Drinking Water State Revolving Fund","Environmental Protection Agency",NA,NA,"Union for Pickaway Waterline Extension",NA,NA,4e+05,NA,2,"S",2e+05,0,2,0,4e+05,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6144,"Interior","STAG- Drinking Water State Revolving Fund","Environmental Protection Agency",NA,NA,"Logan Water Department for Alternate Source Water",NA,NA,5e+05,NA,2,"S",250000,0,2,0,5e+05,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6145,"Interior","STAG- Drinking Water State Revolving Fund","Environmental Protection Agency",NA,"Berkeley County","Berkeley County Public Service Water District for Bunker Hill Water Mainline Upgrade",NA,NA,3e+06,NA,2,"S",1500000,0,2,0,3e+06,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6146,"Interior","STAG- Drinking Water State Revolving Fund","Environmental Protection Agency",NA,NA,"Keyser for Water Treatment Plant and System Improvements",NA,NA,8e+06,NA,2,"S",4e+06,0,2,0,8e+06,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6566,"Interior","STAG-Clean Water State Revolving Fund","Environmental Protection Agency",NA,"Mason County","Mason County Public Service District for Apple Grove Sewer Collection System Project",NA,NA,1e+06,NA,1,"S",1e+06,0,1,0,1e+06,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6567,"Interior","STAG-Clean Water State Revolving Fund","Environmental Protection Agency",NA,NA,"Elk Valley Public Service District for Elk River Embankment Stabilization and Sanitary Sewer Relocations Project",NA,NA,3887000,NA,1,"S",3887000,0,1,0,3887000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6568,"Interior","STAG-Clean Water State Revolving Fund","Environmental Protection Agency",NA,"Raleigh County","Raleigh County for Raleigh County Piney View-Batoff Mountain Waterline Extension",NA,NA,1e+06,NA,1,"S",1e+06,0,1,0,1e+06,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6569,"Interior","STAG-Clean Water State Revolving Fund","Environmental Protection Agency",NA,"Barboursville","Barboursville for Wastewater System Upgrade & Lagoon Decommissioning",NA,NA,5e+06,NA,2,"S",2500000,0,2,0,5e+06,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6570,"Interior","STAG-Clean Water State Revolving Fund","Environmental Protection Agency",NA,NA,"Spencer for Municipal Wastewater System Inflow & Infiltration Reduction Project",NA,NA,1652000,NA,2,"S",826000,0,2,0,1652000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6571,"Interior","STAG-Clean Water State Revolving Fund","Environmental Protection Agency",NA,NA,"Ansted for Wastewater Treatment Plant Upgrade",NA,NA,4400000,NA,2,"S",2200000,0,2,0,4400000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6701,"Interior","Historic Preservation Fund-Save America's Treasures Grants","National Park Service",NA,"Gasssaway","Town of Gassaway for Depot Renovations",NA,NA,75000,NA,2,"S",37500,0,2,0,75000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6717,"Homeland","Federal Assistance-PDM","FEMA","Beckley Sanitary Board","Beckley","Hartley Avenue, Beckley Little League, & Pinecrest Stormwater and Sanitary Sewer Improvements",NA,NA,4173000,NA,2,"S",2086500,0,2,0,4173000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6718,"Homeland","Federal Assistance-PDM","FEMA","Beckley Sanitary Board","Beckley","Robert C. Byrd Drive Stormwater and Sanitary Sewer Improvements",NA,NA,4612000,NA,1,"S",4612000,0,1,0,4612000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6728,"Homeland","Federal Assistance-PDM","FEMA","Charles Town","Charles Town","Charles Town Green Infrastructure for Stormwater Pollution Flooding Project",NA,NA,375000,NA,1,"S",375000,0,1,0,375000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6729,"Homeland","Federal Assistance-PDM","FEMA","Charleston","Charleston","Chesterfield Avenue Stormwater Management Project",NA,NA,469000,NA,1,"S",469000,0,1,0,469000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6769,"Homeland","Federal Assistance-PDM","FEMA","City of Ripley","Ripley","City of Ripley for Viking Lane Storm Drain Project Phase II",NA,NA,750000,NA,1,"S",750000,0,1,0,750000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6781,"Homeland","Federal Assistance-PDM",NA,"City of Wheeling","Wheeling","Wheeling Nuttal Avenue Stormwater Enhancements",NA,NA,941000,NA,1,"S",941000,0,1,0,941000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6802,"Homeland","Federal Assistance-PDM","FEMA","Grant Town","Grant Town","Grant Town Stormwater System Improvements",NA,NA,1875000,NA,1,"S",1875000,0,1,0,1875000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6810,"Homeland","Federal Assistance-PDM","FEMA","Huntington Sanitary Board",NA,"Huntington Backflow Prevention Valves Project",NA,NA,6358000,NA,2,"S",3179000,0,2,0,6358000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6823,"Homeland","Federal Assistance-PDM","FEMA","Montgomery","Montgomery","City of Montgomery Sanitary Department Essential Needs",NA,NA,868000,NA,1,"S",868000,0,1,0,868000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6830,"Homeland","Federal Assistance-PDM","FEMA","New Cumberland","Cumberland","City of New Cumberland Storm Sewer Project",NA,NA,150000,NA,1,"S",150000,0,1,0,150000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6853,"Homeland","Federal Assistance-PDM","FEMA","Town of Lost Creek","Lost Creek","Town of Lost Creek Drainage",NA,NA,446000,NA,1,"S",446000,0,1,0,446000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6863,"Homeland","Federal Assistance-PDM","FEMA","Town of Sutton","Sutton","Town of Sutton Storm Sewer",NA,NA,562000,NA,1,"S",562000,0,1,0,562000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6878,"Homeland","Federal Assistance-PDM","FEMA","West Virginia Conservation Agency",NA,"West Virginia Watershed Flood Hazard Mitigation Project",NA,NA,4500000,NA,1,"S",4500000,0,1,0,4500000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6889,"EW","Construction","Army Corps of Engineers (Civil)","U.S. Army Corps of Engineers","Central West Virginia (Section 571)","Central West Virginia Environmental Infrastructure, WV (Section 571)",NA,1e+07,1e+07,NA,1,"S",1e+07,0,1,0,1e+07,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6932,"EW","Construction","Army Corps of Engineers (Civil)","U.S. Army Corps of Engineers","Southern West Virginia  (Section 340)","Southern West Virginia Environmental Infrastructure, WV (Section 340)",NA,1e+07,1e+07,NA,1,"S",1e+07,0,1,0,1e+07,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Capito","WV","S",6993,"EW","Investigations","Army Corps of Engineers (Civil)","U.S. Army Corps of Engineers","Upper Guyandotte","Upper Guyandotte Feasibility Study, WV",NA,250000,250000,NA,1,"S",250000,0,1,0,250000,"Shelley","Moore",NA,NA,"Shelley Moore Capito","11/26/53","F",NA,2,"Republican","C001047"
"Cardin","MD","S",344,"FSGG","National Historical Publications & Records Commission Grants Program","National Archives and Records Administration (NARA)","Sister States of Maryland Inc.","Annapolis","Exploring cultural linkages between Black Marylanders and Civil Rights Movements Abroad",NA,NA,1e+06,NA,2,"S",5e+05,0,2,0,1e+06,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",345,"FSGG","National Historical Publications & Records Commission Grants Program","National Archives and Records Administration (NARA)","Afro Charities Inc.","Annapolis","AFRO–American Newspapers' Digitization Preparation Fellowship",NA,NA,257000,NA,2,"S",128500,0,2,0,257000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",391,"FSGG","Salaries and Expenses","Small Business Administration (SBA)","Baltimore Community Lending Inc.","Baltimore City","Baltimore Community Lending Small Business Development & Resource Center",NA,NA,1e+06,NA,2,"S",5e+05,0,2,0,1e+06,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",1184,"CJS","SSMS","NASA","University of Maryland Baltimore County","Baltimore County","Earth and Space Institute Research and Equipment",NA,NA,1e+06,NA,2,"S",5e+05,0,2,0,1e+06,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",1658,"THUD","Highway Infrastructure Programs","Department of Transportation",NA,NA,"River Park at Canal Place Trails and Trail Connections",NA,NA,6e+06,NA,2,"S",3e+06,0,2,0,6e+06,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",1659,"THUD","Highway Infrastructure Programs","Department of Transportation",NA,"St. Mary's County","St. Mary's County Sidewalk Retrofit",NA,NA,3e+05,NA,2,"S",150000,0,2,0,3e+05,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",1660,"THUD","Highway Infrastructure Programs","Department of Transportation",NA,NA,"Great Allegheny Passage Spur: The Evergreen Trail",NA,NA,3e+05,NA,2,"S",150000,0,2,0,3e+05,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",2791,"THUD","Community Development Fund","Department of Housing and Urban Development","Jewish Community Services (JCS)",NA,"JCS Community Living Group Home Renovations",NA,NA,760000,NA,2,"S",380000,0,2,0,760000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",2792,"THUD","Community Development Fund","Department of Housing and Urban Development","Druid Heights Community Development Corporation, Inc.",NA,"Druid House Transitional Housing Program Rehabilitation",NA,NA,750000,NA,2,"S",375000,0,2,0,750000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",2793,"THUD","Community Development Fund","Department of Housing and Urban Development","LAMB, Inc.",NA,"The HAVEN Building Construction",NA,NA,250000,NA,2,"S",125000,0,2,0,250000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",2798,"THUD","Community Development Fund","Department of Housing and Urban Development","LAMB, Inc.",NA,"Rosa's House Emergency Housing Facility",NA,NA,250000,NA,2,"S",125000,0,2,0,250000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",2800,"THUD","Community Development Fund","Department of Housing and Urban Development","Building African American Minds (BAAM), Inc.",NA,"BAAM Academic Center",NA,NA,1e+06,NA,2,"S",5e+05,0,2,0,1e+06,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",2828,"THUD","Community Development Fund","Department of Housing and Urban Development","Arena Players Inc.",NA,"Arena Players Incorporated Capital Improvements",NA,NA,4e+06,NA,3,"B",1333333.333,1,2,1333333.333,2666666.667,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",3837,"LHHS","Employment and Training Administration","Department of Labor",NA,NA,"Living Classrooms Foundation, MD, for a workforce development reentry program",NA,NA,750000,NA,2,"S",375000,0,2,0,750000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",3847,"LHHS","Employment and Training Administration","Department of Labor",NA,"Melwood","Melwood, MD, for workforce development for people with disabilities",NA,NA,5e+05,NA,2,"S",250000,0,2,0,5e+05,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",3998,"LHHS","Administration for Children and Families","Department of Health and Human Services",NA,"Baltimore","City of Baltimore, MD, to provide services and support to low income pregnant women",NA,NA,425000,NA,2,"S",212500,0,2,0,425000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",4081,"LHHS","Administration for Children and Families","Department of Health and Human Services",NA,"Cambridge","One Mission Cambridge, MD, for community services to reduce poverty, including food",NA,NA,60000,NA,2,"S",30000,0,2,0,60000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",4153,"LHHS","Administration for Community Living","Department of Health and Human Services",NA,"Baltimore","City of Baltimore, MD, for community-based services for older adults",NA,NA,1400000,NA,2,"S",7e+05,0,2,0,1400000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",4172,"LHHS","Administration for Community Living","Department of Health and Human Services",NA,"Baltimore","Johns Hopkins University, MD, for supportive services",NA,NA,473000,NA,2,"S",236500,0,2,0,473000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",4199,"LHHS","Administration for Community Living","Department of Health and Human Services",NA,"Largo","The Arc of Prince George's County Inc., Largo, MD for expanding services for individuals with disabilities to prepare them for employment and independent living",NA,NA,819500,NA,3,"B",273166.6667,1,2,273166.6667,546333.3333,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",4479,"LHHS","Health Resources and Services Administration","Department of Health and Human Services",NA,"Frederick County","Frederick County Government, MD, for facilities and equipment",NA,NA,699000,NA,3,"B",233000,1,2,233000,466000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",4584,"LHHS","Health Resources and Services Administration","Department of Health and Human Services",NA,NA,"Kennedy Krieger Institute, MD, for facilities and equipment",NA,NA,1e+06,NA,2,"S",5e+05,0,2,0,1e+06,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",4779,"LHHS","Health Resources and Services Administration","Department of Health and Human Services",NA,NA,"Prince George's Community College, MD, for equipment",NA,NA,971000,NA,2,"S",485500,0,2,0,971000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",4850,"LHHS","Health Resources and Services Administration","Department of Health and Human Services",NA,NA,"Sheppard Pratt Health System, Inc., MD, for facilities and equipment",NA,NA,1300000,NA,2,"S",650000,0,2,0,1300000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",4854,"LHHS","Health Resources and Services Administration","Department of Health and Human Services",NA,"Baltimore","Sinai Hospital of Baltimore, MD, for facilities and equipment",NA,NA,2500000,NA,2,"S",1250000,0,2,0,2500000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5128,"LHHS","Substance Use and Mental Health Services Administration","Department of Health and Human Services",NA,NA,"Easter Seals Serving DC, MD, VA, Inc., MD, for mental health, case management, and therapy services for military families",NA,NA,9e+05,NA,2,"S",450000,0,2,0,9e+05,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5202,"LHHS","Substance Use and Mental Health Services Administration","Department of Health and Human Services",NA,NA,"Robert's House, MD, for mental health services, including grief and trauma care",NA,NA,1e+06,NA,2,"S",5e+05,0,2,0,1e+06,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5216,"LHHS","Substance Use and Mental Health Services Administration","Department of Health and Human Services",NA,NA,"The Arc Central Chesapeake Region, Inc., MD, for mental and behavioral healthcare services, including for individuals with disabilities",NA,NA,250000,NA,2,"S",125000,0,2,0,250000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5265,"LHHS","Elementary and Secondary Education","Department of Education",NA,"Frederick","Asian American Center of Frederick, MD, for school readiness, including the purchase of equipment",NA,NA,375000,NA,2,"S",187500,0,2,0,375000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5509,"LHHS","Elementary and Secondary Education","Department of Education",NA,NA,"Transforming Lives CDC, MD, for college readiness programming, including support for paid work experiences",NA,NA,195000,NA,2,"S",97500,0,2,0,195000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5569,"LHHS","Higher Education","Department of Education",NA,"Bowie","Bowie State University, MD, for the Data Science and Data Analytics Center",NA,NA,638000,NA,2,"S",319000,0,2,0,638000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5586,"LHHS","Higher Education","Department of Education",NA,NA,"Chesapeake College, MD, for advanced manufacturing training programs, including the purchase of equipment",NA,NA,1200000,NA,2,"S",6e+05,0,2,0,1200000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5602,"LHHS","Higher Education","Department of Education",NA,NA,"Coppin State University, MD, for the nursing program",NA,NA,53000,NA,2,"S",26500,0,2,0,53000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5629,"LHHS","Higher Education","Department of Education",NA,NA,"Frostburg State University, MD, for a teacher residency program",NA,NA,5e+05,NA,2,"S",250000,0,2,0,5e+05,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5652,"LHHS","Higher Education","Department of Education",NA,NA,"Hood College, MD, for a data-driven research center to expand opportunities for students",NA,NA,390000,NA,2,"S",195000,0,2,0,390000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5704,"LHHS","Higher Education","Department of Education",NA,NA,"Morgan State University, MD, for a Master of Science in Biomedical Sciences program, including the purchase of equipment",NA,NA,1995000,NA,2,"S",997500,0,2,0,1995000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5722,"LHHS","Higher Education","Department of Education",NA,NA,"Notre Dame of Maryland University, MD, for health professionals education programs",NA,NA,963000,NA,2,"S",481500,0,2,0,963000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",5808,"LHHS","Higher Education","Department of Education",NA,NA,"University of Maryland Eastern Shore, MD, for the Aviation Science program",NA,NA,510000,NA,2,"S",255000,0,2,0,510000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",6332,"Interior","STAG-Clean Water State Revolving Fund","Environmental Protection Agency",NA,"Grantsville","Town of Grantsville for Wastewater Treatment Plant Upgrade",NA,NA,1e+06,NA,1,"S",1e+06,0,1,0,1e+06,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",6333,"Interior","STAG-Clean Water State Revolving Fund","Environmental Protection Agency",NA,"Prince George's County","Prince George's County for Restoration of Lower Beaverdam Creek",NA,NA,5e+05,NA,2,"S",250000,0,2,0,5e+05,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",6334,"Interior","STAG-Clean Water State Revolving Fund","Environmental Protection Agency",NA,"Talbot County","Talbot County for Sewer Extension Project and Royal Oak Pump Station Replacement",NA,NA,911000,NA,2,"S",455500,0,2,0,911000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",6335,"Interior","STAG-Clean Water State Revolving Fund","Environmental Protection Agency",NA,"Somerset County","Somerset County for the Smith Island Clean Water Project",NA,NA,2250000,NA,2,"S",1125000,0,2,0,2250000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",6661,"Interior","Historic Preservation Fund-Save America's Treasures Grants","National Park Service",NA,NA,"Project Liberty Ship, S.S. John W. Brown for Drydock",NA,NA,5e+05,NA,2,"S",250000,0,2,0,5e+05,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",6662,"Interior","Historic Preservation Fund-Save America's Treasures Grants","National Park Service",NA,"Anacostia","Anacostia Watershed Society for Preservation and Repair of Historic George Washington House",NA,NA,250000,NA,2,"S",125000,0,2,0,250000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",6706,"Interior","National Recreation and Preservation","National Park Service",NA,NA,"National Park Service for Leonard's Lane Community Park",NA,NA,389000,NA,1,"S",389000,0,1,0,389000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",6712,"Homeland","Federal Assistance-EOC","FEMA","Allegany County","Allegany County","Allegany County Department of Emergency Services Emergency Operations Center Upgrade",NA,NA,41000,NA,2,"S",20500,0,2,0,41000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",6734,"Homeland","Federal Assistance-PDM","FEMA","City of Annapolis","Annapolis","City Dock Resilience and Revitalization Project",NA,NA,3460100,NA,3,"B",1153366.667,1,2,1153366.667,2306733.333,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",6844,"Homeland","Federal Assistance-EOC","FEMA","St. Mary's County Government","St. Mary's County","Emergency Communications Center Expansion",NA,NA,1537000,NA,2,"S",768500,0,2,0,1537000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Cardin","MD","S",6892,"EW","Construction","Army Corps of Engineers (Civil)","U.S. Army Corps of Engineers","Money Point, VA","Chesapeake Bay Environmental Restoration & Protection Program, DC, DE, MD, NY, PA, VA & WV (Money Point, VA)",NA,11250000,11250000,NA,3,"B",3750000,1,2,3750000,7500000,"Benjamin","L.",NA,NA,"Benjamin L. Cardin","10/5/43","M",NA,1,"Democrat","C000141"
"Carper","DE","S",1185,"CJS","SSMS","NASA","University of Delaware Delaware State University","Newark and Dover","Space Education Excellence for Delaware (SEED)",NA,NA,9e+05,NA,2,"S",450000,0,2,0,9e+05,"Thomas","Richard",NA,NA,"Thomas R. Carper","1/23/47","M",NA,1,"Democrat","C000174"
"Carper","DE","S",1207,"MilCon VA",NA,"Defense-Wide","Dover AFB","Dover","Armed Services Whole Blood Processing Laborator-East Replacement: Planning and Design",NA,NA,350000,NA,2,"S",175000,0,2,0,350000,"Thomas","Richard",NA,NA,"Thomas R. Carper","1/23/47","M",NA,1,"Democrat","C000174"
"Carper","DE","S",2457,"THUD","Community Development Fund","Department of Housing and Urban Development","St. Michael's School and Nursery, Inc.",NA,"St. Michael's Building Renovation and Expansion Project",NA,NA,1e+06,NA,2,"S",5e+05,0,2,0,1e+06,"Thomas","Richard",NA,NA,"Thomas R. Carper","1/23/47","M",NA,1,"Democrat","C000174"
"Carper","DE","S",2466,"THUD","Community Development Fund","Department of Housing and Urban Development","Sussex County Habitat for Hu
manity Inc","Sussex County","Sussex County Habitat for Humanity Strategic Land Acquisition Project",NA,NA,6e+05,NA,3,"B",2e+05,1,2,2e+05,4e+05,"Thomas","Richard",NA,NA,"Thomas R. Carper","1/23/47","M",NA,1,"Democrat","C000174"
"Carper","DE","S",3812,"LHHS","Employment and Training Administration","Department of Labor",NA,NA,"Goodwill of Delaware and Delaware County, DE, for skills training for unemployed and underemployed workers, including the purchase of equipment",NA,NA,1128000,NA,2,"S",564000,0,2,0,1128000,"Thomas","Richard",NA,NA,"Thomas R. Carper","1/23/47","M",NA,1,"Democrat","C000174"
"Carper","DE","S",3995,"LHHS","Administration for Children and Families","Department of Health and Human Services",NA,"Wilmington","ChristianaCare Health System, Wilmington, DE for a nutrition program to reduce poverty and improve health outcomes for mothers and infants, including food",NA,NA,9e+05,NA,2,"B",450000,1,1,450000,450000,"Thomas","Richard",NA,NA,"Thomas R. Carper","1/23/47","M",NA,1,"Democrat","C000174"
"Carper","DE","S",4437,"LHHS","Health Resources and Services Administration","Department of Health and Human Services",NA,NA,"Delaware Department of Health and Social Services, DE, for facilities and equipment",NA,NA,1e+07,NA,2,"S",5e+06,0,2,0,1e+07,"Thomas","Richard",NA,NA,"Thomas R. Carper","1/23/47","M",NA,1,"Democrat","C000174"
"Carper","DE","S",4623,"LHHS","Health Resources and Services Administration","Department of Health and Human Services",NA,NA,"Limen Recovery + Wellness, DE, for facilities and equipment",NA,NA,463000,NA,2,"S",231500,0,2,0,463000,"Thomas","Richard",NA,NA,"Thomas R. Carper","1/23/47","M",NA,1,"Democrat","C000174"
"Carper","DE","S",4957,"LHHS","Health Resources and Services Administration","Department of Health and Human Services",NA,"University of Delaware","University of Delaware, DE, for facilities and equipment",NA,NA,1e+07,NA,2,"S",5e+06,0,2,0,1e+07,"Thomas","Richard",NA,NA,"Thomas R. Carper","1/23/47","M",NA,1,"Democrat","C000174"
