last,state,chamber,id,subcommittee,account,department,recipient,location,project,budget_request,additional_amount,total,first.x,multi,origination,member_amount,house_mem,sentate_mem,house_tot,senate_tot,first.y,middle_name,suffix,nickname,full_name,birthday,gender,district,senate_class,party,bioguide_id
Burr,NC,S,6393,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,NA,Brunswick County,Brunswick County for Northwest Water Treatment Plant to Bell Swamp Transmission Project,NA,NA,2105000,NA,1,S,2105000,0,1,0,2105000,Richard,M.,NA,NA,Richard Burr,11/30/55,M,NA,3,Republican,B001135
Burr,NC,S,6399,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,NA,Holden Beach,Town of Holden Beach Greensboro Street Lift Station #2 Hazard Mitigation Upgrade,NA,NA,2669867,NA,2,H,1334933.5,1,1,1334933.5,1334933.5,Richard,M.,NA,NA,Richard Burr,11/30/55,M,NA,3,Republican,B001135
Burr,NC,S,6955,EW,Investigations,Army Corps of Engineers (Civil),U.S. Army Corps of Engineers,Brunswick County  (Holden Beach),"Brunswick County Beaches, NC (Holden Beach)",NA,1000000,1000000,NA,2,B,500000,1,1,500000,500000,Richard,M.,NA,NA,Richard Burr,11/30/55,M,NA,3,Republican,B001135
Burr,NC,S,6956,EW,Investigations,Army Corps of Engineers (Civil),U.S. Army Corps of Engineers,Brunswick County Beaches (Oak Island),"Brunswick County Beaches, NC (Oak Island)",NA,500000,500000,NA,1,S,500000,0,1,0,500000,Richard,M.,NA,NA,Richard Burr,11/30/55,M,NA,3,Republican,B001135
Burr,NC,S,6997,EW,Investigations,Army Corps of Engineers (Civil),U.S. Army Corps of Engineers,Wilmington Harbor,"Wilmington Harbor Navigation Improvements, NC",NA,1500000,1500000,NA,3,B,500000,1,2,500000,1000000,Richard,M.,NA,NA,Richard Burr,11/30/55,M,NA,3,Republican,B001135
Burr,NC,S,7034,EW,Operation and Maintenance,Army Corps of Engineers (Civil),U.S. Army Corps of Engineers,Manteo (Shallowbag) Bay,"Manteo (Shallowbag) Bay, NC",1420000,5845000,7265000,NA,1,S,7265000,0,1,0,7265000,Richard,M.,NA,NA,Richard Burr,11/30/55,M,NA,3,Republican,B001135
Burr,NC,S,7042,EW,Operation and Maintenance,Army Corps of Engineers (Civil),U.S. Army Corps of Engineers,Rollinson Channel,"Rollinson Channel, NC",2605000,1060000,3665000,NA,1,S,3665000,0,1,0,3665000,Richard,M.,NA,NA,Richard Burr,11/30/55,M,NA,3,Republican,B001135
Burr,NC,S,7052,EW,Operation and Maintenance,Army Corps of Engineers (Civil),U.S. Army Corps of Engineers,Pamlico Sound and Beaufort Harbor,"Waterway Connecting Pamlico Sound and Beaufort Harbor, NC",NA,2615000,2615000,NA,1,S,2615000,0,1,0,2615000,Richard,M.,NA,NA,Richard Burr,11/30/55,M,NA,3,Republican,B001135
Bush,MO,H,718,CJS,COPS Tech,DOJ,City of St. Louis,St. Louis,Improvement of 911 Dispatch System,NA,NA,685000,NA,1,H,685000,1,0,685000,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,2996,THUD,Community Development Fund,Department of Housing and Urban Development,Covenant House Missouri,NA,Center for Economic Advancement at Covenant House Missouri,NA,NA,2423000,NA,1,H,2423000,1,0,2423000,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,2997,THUD,Community Development Fund,Department of Housing and Urban Development,Boys & Girls Clubs of Greater St. Louis,St. Louis,Boys & Girls Clubs Capital Projects,NA,NA,750000,NA,1,H,750000,1,0,750000,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,2998,THUD,Community Development Fund,Department of Housing and Urban Development,"Better Family Life, Inc.",NA,LifeHouse Phase I of the Page Revitalization Initiative,NA,NA,3000000,NA,1,H,3000000,1,0,3000000,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,2999,THUD,Community Development Fund,Department of Housing and Urban Development,A Red Circle,NA,A Red Circle-North County Community Nexus,NA,NA,1498853,NA,1,H,1498853,1,0,1498853,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,3000,THUD,Community Development Fund,Department of Housing and Urban Development,St. Louis Housing Authority (SLHA),St. Louis,Public Wi-Fi for Housing Authority Residents,NA,NA,990000,NA,1,H,990000,1,0,990000,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,3001,THUD,Community Development Fund,Department of Housing and Urban Development,Urban League of Metropolitan St. Louis,St. Louis,Urban League Plaza Property Improvements,NA,NA,750000,NA,1,H,750000,1,0,750000,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,3002,THUD,Community Development Fund,Department of Housing and Urban Development,City of Kinloch,Kinloch,"City of Kinloch Dunbar GardensRenovations",NA,NA,750000,NA,1,H,750000,1,0,750000,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,3003,THUD,Community Development Fund,Department of Housing and Urban Development,Child and Family Empowerment Center,NA,LIFE Housing Project,NA,NA,1812891,NA,1,H,1812891,1,0,1812891,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,3939,LHHS,Employment and Training Administration,Department of Labor,NA,St. Louis,"UAW Labor Employment and Training Corporation, St. Louis, MO for job training in the automotive services industry",NA,NA,1000000,NA,1,H,1000000,1,0,1000000,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,4774,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,St. Louis,"Power4STL, St. Louis, MO for facilities and equipment",NA,NA,3000000,NA,1,H,3000000,1,0,3000000,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,4823,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,St. Louis,"SSM Health-St. Mary's Hospital-St. Louis, MO for facilities and equipment",NA,NA,1000000,NA,1,H,1000000,1,0,1000000,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,5351,LHHS,Elementary and Secondary Education,Department of Education,NA,St. Louis,"Girl Scouts of Eastern Missouri, St. Louis, MO for student mental health and anti-violence programs",NA,NA,70000,NA,1,H,70000,1,0,70000,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,5470,LHHS,Elementary and Secondary Education,Department of Education,NA,St. Louis,"Seed St. Louis, MO for STEM education programs",NA,NA,380000,NA,1,H,380000,1,0,380000,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bush,MO,H,5484,LHHS,Elementary and Secondary Education,Department of Education,NA,St. Louis,"St. Louis Public Schools, St. Louis, MO for CTE programs in construction trades, includingscholarships for technical college programs",NA,NA,252713,NA,1,H,252713,1,0,252713,0,Cori,NA,NA,NA,Cori Bush,7/21/76,F,1,NA,Democrat,B001224
Bustos,IL,H,492,FSGG,Salaries and Expenses,Small Business Administration (SBA),Mercer County Better Together (MCBT),Aledo,Mercer County Business Retention and Expansion Program,NA,NA,225000,NA,1,H,225000,1,0,225000,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,2632,THUD,Community Development Fund,Department of Housing and Urban Development,SAL Family and Community Services,NA,Skip-A-Long Rock Island Campus,NA,NA,4000000,NA,1,H,4000000,1,0,4000000,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,2633,THUD,Community Development Fund,Department of Housing and Urban Development,"Goodwill Industries of Northern Illinois and Wisconsin Stateline Area, Inc.",NA,The Excel Center Rockford,NA,NA,1000000,NA,1,H,1000000,1,0,1000000,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,2634,THUD,Community Development Fund,Department of Housing and Urban Development,"City of Peoria, IL",Peoria,Zip Code 61605 Sidewalk Upgrades,NA,NA,2000000,NA,1,H,2000000,1,0,2000000,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,2635,THUD,Community Development Fund,Department of Housing and Urban Development,Village of East Galesburg,East Galesburg,Martin Park Upgrades,NA,NA,1100000,NA,1,H,1100000,1,0,1100000,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,2636,THUD,Community Development Fund,Department of Housing and Urban Development,Town of Astoria,Astoria,Downtown Building Demolitions,NA,NA,500000,NA,1,H,500000,1,0,500000,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,2637,THUD,Community Development Fund,Department of Housing and Urban Development,"East Bluff Community Center, NFP",NA,East Bluff Community Center Capital Improvements,NA,NA,350000,NA,1,H,350000,1,0,350000,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,2638,THUD,Community Development Fund,Department of Housing and Urban Development,The Board of Trustees of the University of Illinois,NA,Mt. Carroll STEAAM Hub,NA,NA,438000,NA,2,H,219000,1,1,219000,219000,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,4531,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Oquawka,"Henderson County Rural Health Center, Inc., dba Eagle View Community Health System, Oquawka, IL for health clinic operationalcosts",NA,NA,517783,NA,1,H,517783,1,0,517783,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,4551,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Freeport,"llinois Community College District #519 (Highland Community College), Freeport, IL forequipment",NA,NA,300000,NA,1,H,300000,1,0,300000,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,5408,LHHS,Elementary and Secondary Education,Department of Education,NA,Monmouth,"Monmouth College, Monmouth, IL for rural teacher preparation and development",NA,NA,750000,NA,1,H,750000,1,0,750000,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,5567,LHHS,Higher Education,Department of Education,NA,Kewanee,"Black Hawk College, Kewanee, IL for a manufacturing training program, including equipment",NA,NA,1000000,NA,1,H,1000000,1,0,1000000,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,5948,Interior,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,NA,Lewistown,City of Lewistown for a Municipal Water Supply Project,NA,NA,600000,NA,1,H,600000,1,0,600000,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,6937,EW,Construction,Army Corps of Engineers (Civil),U.S. Army Corps of Engineers,Upper Mississippi River,"Upper Mississippi River-Illinois WW System, IL, IA, MN, MO & WI",NA,49300000,49300000,NA,4,B,12325000,2,2,24650000,24650000,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Bustos,IL,H,7177,EW,Energy Projects,Department of Energy,Jo-Carroll Local Redevelopment Authority,NA,Savanna Industrial Park Anaerobic Digester,NA,4000000,4000000,NA,1,H,4000000,1,0,4000000,0,Cheri,NA,NA,NA,Cheri Bustos,10/17/61,F,17,NA,Democrat,B001286
Butterfield,NC,H,182,AG,Rural Housing Service,"USDA, Rural Development",Hertford County Government,Hertford County,"Hertford County, NC Economic Development Center",NA,NA,3500000,NA,1,H,3500000,1,0,3500000,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,184,AG,Rural Housing Service,"USDA, Rural Development",Town of Elm City,Elm City,Elm City Heritage Cemetery Restoration Project,NA,NA,93750,NA,1,H,93750,1,0,93750,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,1743,THUD,Highway Infrastructure Programs,Department of Transportation,NA,Rocky Mount,"City of Rocky Mount, NC's Downtown Pedestrian Bridge",NA,NA,3000000,NA,1,H,3000000,1,0,3000000,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,1744,THUD,Highway Infrastructure Programs,Department of Transportation,NA,Greenville,"City of Greenville, NC Connecting COmmunities through Greenway Access",NA,NA,2500000,NA,1,H,2500000,1,0,2500000,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,2055,THUD,Transit Infrastructure Grants,Department of Transportation,North Carolina Department of Transportation,Wilson,City of Wilson RIDE Microtransit Expansion,NA,NA,2000000,NA,1,H,2000000,1,0,2000000,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,3049,THUD,Community Development Fund,Department of Housing and Urban Development,City of Wilson,Wilson,City of Wilson Neighborhood Park Improvements,NA,NA,4000000,NA,1,H,4000000,1,0,4000000,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,3050,THUD,Community Development Fund,Department of Housing and Urban Development,Town of Williamston,Williamston,"The Revitalization of Williamston, NC",NA,NA,750000,NA,1,H,750000,1,0,750000,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,3051,THUD,Community Development Fund,Department of Housing and Urban Development,Town of Robersonville,Robersonville,"Robersonville, NC Street Improvements",NA,NA,750000,NA,1,H,750000,1,0,750000,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,3962,LHHS,Employment and Training Administration,Department of Labor,NA,Goldsboro,"Wayne Community College, Goldsboro, NC to expand its apprenticeship training programs",NA,NA,651000,NA,1,H,651000,1,0,651000,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,4806,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Ahoskie,"Roanoke Chowan Community Health Center, Ahoskie, NC for facilities and equipment",NA,NA,1300000,NA,1,H,1300000,1,0,1300000,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,5050,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Wilson,"Wilson Community College, Wilson, NC for facilities and equipment",NA,NA,3000000,NA,1,H,3000000,1,0,3000000,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,6394,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,NA,Warren County,Warren County for the Pleasant Hills Wastewater Pump Station Replacement,NA,NA,838000,NA,1,H,838000,1,0,838000,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,6395,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,NA,Wilson,City of Wilson for Sewer Collection System Improvements,NA,NA,3452972,NA,1,H,3452972,1,0,3452972,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Butterfield,NC,H,6783,Homeland,Federal Assistance-PDM,FEMA,City of Wilson,Wilson,Hominy Water Quality Park and Greenway,NA,NA,7043775,NA,1,H,7043775,1,0,7043775,0,George,Kenneth,Jr.,G.K.,G. K. Butterfield,4/27/47,M,1,NA,Democrat,B001251
Calvert,CA,H,923,CJS,OJP-Byrne,DOJ,Riverside County Sheriff's Department,Riverside,Forensic Rapid DNA Technology,NA,NA,515000,NA,2,H,257500,1,1,257500,257500,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,1458,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Limonite Gap Pedestrian Bridge,NA,NA,1600000,NA,1,H,1600000,1,0,1600000,0,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,1459,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Ontario Avenue/I-15 Multimodal Corridor Enhancements,NA,NA,2000000,NA,1,H,2000000,1,0,2000000,0,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,1460,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,I-15 Express Lanes Southern Extension,NA,NA,3000000,NA,1,H,3000000,1,0,3000000,0,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,1461,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Scott Road/Bundy Canyon Road Improvements,NA,NA,4000000,NA,1,H,4000000,1,0,4000000,0,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,1462,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,I-215 and Keller Road Interchange Project,NA,NA,2600000,NA,1,H,2600000,1,0,2600000,0,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,1463,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Magnolia Avenue Bridge Widening Project,NA,NA,2000000,NA,2,H,1000000,1,1,1000000,1000000,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,1464,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Auto Center Drive Bridge Improvements,NA,NA,2000000,NA,1,H,2000000,1,0,2000000,0,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,4628,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Murrieta,"Loma Linda University Medical Center- Murrieta, Murrieta, CA for facilities and equipment",NA,NA,2000000,NA,1,H,2000000,1,0,2000000,0,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,4702,LHHS,Health Resources and Services Administration,Department of Health and Human Services,NA,Menifee,"Neighborhood Healthcare Inc, Menifee, CA for equipment",NA,NA,575000,NA,1,H,575000,1,0,575000,0,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,5106,LHHS,Substance Use and Mental Health Services Administration,Department of Health and Human Services,NA,Norco,"City of Norco, CA for a homelessness services program",NA,NA,800000,NA,1,H,800000,1,0,800000,0,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,5746,LHHS,Higher Education,Department of Education,NA,Riverside,"Riverside Community College District, Riverside, CA for a military articulation platform expansion, including the purchase of equipment and information technology",NA,NA,3000000,NA,1,H,3000000,1,0,3000000,0,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,6199,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,NA,NA,Elsinore Valley Municipal Water District Canyon Lake Water Treatment Plant Phase 2 Upgrades,NA,NA,3000000,NA,1,H,3000000,1,0,3000000,0,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,6200,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,NA,NA,Eastern Municipal Water District Quail Valley Septic-to-Sewer Conversion Project,NA,NA,2500000,NA,2,H,1250000,1,1,1250000,1250000,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Calvert,CA,H,6917,EW,Construction,Army Corps of Engineers (Civil),U.S. Army Corps of Engineers,Murrieta Creek,"Murrieta Creek, CA",NA,8500000,8500000,NA,4,B,2125000,2,2,4250000,4250000,Ken,S.,NA,NA,Ken Calvert,6/8/53,M,42,NA,Republican,C000059
Cantwell,WA,S,379,FSGG,Salaries and Expenses,Small Business Administration (SBA),City of Seattle,Seattle,El Barrio Small Business Development,NA,NA,500000,NA,1,S,500000,0,1,0,500000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,380,FSGG,Salaries and Expenses,Small Business Administration (SBA),City of Lacey,Lacey,Lacey MakerSpace Expansion,NA,NA,1000000,NA,2,S,500000,0,2,0,1000000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,561,FSGG,Salaries and Expenses,Small Business Administration (SBA),City of Renton,Renton,Logan Place Market Rehabilitation,NA,NA,1500000,NA,3,B,500000,1,2,500000,1000000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,617,CJS,NIST-STRS,DOC,University of Washington,Seattle,Quantum Technologies Teaching and Testbed (QT3),NA,NA,2500000,NA,2,S,1250000,0,2,0,2500000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,652,CJS,NOAA-ORF,DOC,Regents of the University of Washington,Seattle,Equity and Ecosystem Health Through Water Column Observation,NA,NA,1500000,NA,3,H,500000,1,2,500000,1000000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,663,CJS,NOAA-ORF,DOC,Upper Columbia United Tribes,Spokane,Upper Columbia United Tribes Salmon Reintroduction Project,NA,NA,5000000,NA,3,B,1666666.667,1,2,1666666.667,3333333.333,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,747,CJS,COPS Tech,DOJ,City of Longview,Longview,De-escalation Police Training Simulator Project,NA,NA,215000,NA,2,H,107500,1,1,107500,107500,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,748,CJS,COPS Tech,DOJ,City of Washougal Police Department,Washougal,Washougal Body-Worn Cameras Project,NA,NA,131000,NA,2,H,65500,1,1,65500,65500,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,749,CJS,COPS Tech,DOJ,Cowlitz 911 Public Authority,Kelso,Cowlitz 911 Public Safety Radio Technology Modernization & Radio System Microwave Replacement,NA,NA,2179000,NA,3,H,726333.3333,1,2,726333.3333,1452666.667,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,775,CJS,COPS Tech,DOJ,Benton County,Prosser,SECOMM Microwave System Replacement,NA,NA,2000000,NA,3,H,666666.6667,1,2,666666.6667,1333333.333,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,1016,CJS,OJP-Byrne,DOJ,City of Spokane,Spokane,City of Spokane Municipal Court Domestic Violence Intervention Program,NA,NA,500000,NA,3,H,166666.6667,1,2,166666.6667,333333.3333,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,1076,CJS,OJP-Byrne,DOJ,Snohomish County Sheriff's Office,Snohomish County,Rapid DNA System,NA,NA,448000,NA,1,S,448000,0,1,0,448000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,1937,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,Grace Avenue Realignment-Phase II,NA,NA,2000000,NA,2,S,1000000,0,2,0,2000000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,1938,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,The Makah Tribe-Makah Passage and Hobuck Residential Road Project,NA,NA,2000000,NA,2,S,1000000,0,2,0,2000000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,1942,THUD,Highway Infrastructure Programs,Department of Transportation,NA,Woodinville,City of Woodinville's Eastrail Crossing and SR 202 Trestle Widening Project,NA,NA,2500000,NA,2,H,1250000,1,1,1250000,1250000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,1943,THUD,Highway Infrastructure Programs,Department of Transportation,NA,NA,20th Street NE and Main Street Improvements,NA,NA,2500000,NA,3,H,833333.3333,1,2,833333.3333,1666666.667,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,1954,THUD,Highway Infrastructure Programs,Department of Transportation,NA,Yakima County,Yakima County East-West Corridor,NA,NA,2500000,NA,3,B,833333.3333,1,2,833333.3333,1666666.667,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,1956,THUD,Highway Infrastructure Programs,Department of Transportation,NA,Spokane Valley,City of Spokane Valley Bigelow Sullivan Corridor,NA,NA,2650000,NA,2,H,1325000,1,1,1325000,1325000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,1982,THUD,Consolidated Rail Infrastructure and Safety Improvements,Department of Transportation,Port of Pasco,NA,Port of Pasco Reimann Last Mile Industrial Rail,NA,NA,3600000,NA,2,S,1800000,0,2,0,3600000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,2101,THUD,Transit Infrastructure Grants,Department of Transportation,Everett Transit,NA,Electric Bus Purchase-Diesel Replacement,NA,NA,2000000,NA,1,S,2000000,0,1,0,2000000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,3621,THUD,Community Development Fund,Department of Housing and Urban Development,Pierce County,Pierce County,Fife Homeless Shelter,NA,NA,3500000,NA,1,S,3500000,0,1,0,3500000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,3622,THUD,Community Development Fund,Department of Housing and Urban Development,Opportunity Council,NA,Bellingham Interim Family Housing,NA,NA,2000000,NA,2,S,1000000,0,2,0,2000000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,3642,THUD,Community Development Fund,Department of Housing and Urban Development,City of Tacoma,Tacoma,Tacoma Rescue Mission Men's Shelter Expansion,NA,NA,4000000,NA,2,B,2000000,1,1,2000000,2000000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,3643,THUD,Community Development Fund,Department of Housing and Urban Development,Suquamish Tribe,Suquamish,Suquamish Shores Enetai Project,NA,NA,1619500,NA,2,H,809750,1,1,809750,809750,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,3648,THUD,Community Development Fund,Department of Housing and Urban Development,City of Marysville,Marysville,Mother Nature's Window Park Project,NA,NA,750000,NA,2,H,375000,1,1,375000,375000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
Cantwell,WA,S,3654,THUD,Community Development Fund,Department of Housing and Urban Development,Snoqualmie Indian Tribe,NA,Snoqualmie Indian Tribe's Child Development Center Expansion,NA,NA,1500000,NA,3,B,500000,1,2,500000,1000000,Maria,NA,NA,NA,Maria Cantwell,10/13/58,F,NA,1,Democrat,C000127
