last.x,st.x,subcommittee.x,recipient.x,location.x,project.x,amount.x,suffix.x,nickname.x,full_name.x,birthday.x,gender.x,senate_class.x,party.x,state.x,first.x,project_st.x,member_id.x,pvi_2020.x,request_num.x,ID.x,FY.x,middle.x,member_ID.x,cat.x,sub.x,address.lon.x,address.lat.x,formatted_address.lon.x,formatted_address.lat.x,formatted_address.type.x,formatted_address.loctype.x,formatted_address.address.x,formatted_address.north.x,formatted_address.south.x,formatted_address.east.x,formatted_address.west.x,recipient.y,location.y,project.y,amount.y,suffix.y,nickname.y,full_name.y,birthday.y,gender.y,senate_class.y,party.y,state.y,first.y,project_st.y,member_id.y,pvi_2020.y,request_num.y,ID.y,FY.y,middle.y,member_ID.y,cat.y,sub.y,address.lon.y,address.lat.y,formatted_address.lon.y,formatted_address.lat.y,formatted_address.type.y,formatted_address.loctype.y,formatted_address.address.y,formatted_address.north.y,formatted_address.south.y,formatted_address.east.y,formatted_address.west.y,chamber,id,account,department,budget_request,additional_amount,first.x,multi,origination,member_amount,house_mem,sentate_mem,house_tot,senate_tot,first.y,middle_name,district,bioguide_id,recipient.x,recipient.y,project.x,project.y,amount.x,suffix.x,nickname.x,full_name.x,birthday.x,gender.x,senate_class.x,party.x,...35,...36,full_name.y,amount.y,senate_class.y,party.y,suffix.y,nickname.y,birthday.y,gender.y,...1,...2
Blunt,MO,LHHS,,St. Louis,"St. Louis Community College, MO, for facilities and equipment",1500000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,St. Louis Community College,Bridgeton,For facilities and equipment at St. Louis Community College’s Florissant Valley campus by providing medical training equipment for new classrooms and laboratories at the Allied Health Center.,3000000.0,,,,,,,1,Missouri,Roy,MO,,,1,19610,FY2023,,B000575,Education,Higher Ed,-90.43706,38.74559,-90.43706,38.74559,establishment,rooftop,3221 mckelvey rd,bridgeton,mo 63044,usa,"38.74680, 38.74410, -90.435733, -90.438431",S,4886,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,1500000.0,0,1,0.0,1500000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,6645,6645
Blunt,MO,LHHS,,St. Louis,"St. Louis Economic Development Partnership, MO, for facilities and equipment",3350000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,St. Louis Economic Development,St. Louis,For construction and equipment for the Helix Center Biotech Incubator for the acceleration of health and life sciences and biomedical research and technology.,6500000.0,,,,,,,1,Missouri,Roy,MO,,,1,26270,FY2023,,B000575,Health,,-90.20315,38.62782,-90.20315,38.62782,establishment,rooftop,1520 market st #2000,st. louis,mo 63103,usa,"38.62952, 38.62682, -90.201671, -90.204369",S,4887,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,3350000.0,0,1,0.0,3350000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,8895,8895
Blunt,MO,LHHS,,,"Swope Health , MO, for facilities and equipment",2000000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Swope Health,Kansas City,For construction and equipment for the PACE building at Swope Health.,3500000.0,,,,,,,1,Missouri,Roy,MO,,,1,26269,FY2023,,B000575,Health,,-94.57857,39.09973,-94.57857,39.09973,locality,approximate,kansas city,mo,usa,39.35666,"38.82718, -94.385522, -94.765917",S,4897,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,2000000.0,0,1,0.0,2000000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,8894,8894
Blunt,MO,LHHS,,,"The Curators of the University of Missouri, MO, for facilities and equipment",61000000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,The Curators of the University of Missouri,Columbia,"Funding will be used for construction and research equipment for the NextGen Precision Health Institute, a state-of-the-art facility at the University of Missouri-Columbia that will be available to all University of Missouri System researchers. This",61000000.0,,,,,,,1,Missouri,Roy,MO,,,1,19617,FY2023,,B000575,Education,Higher Ed,-92.32774,38.94038,-92.32774,38.94038,establishment,geometric_center,columbia,mo 65211,usa,38.94818,"38.93520, -92.322084, -92.334151",S,4909,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,61000000.0,0,1,0.0,61000000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,6652,6652
Blunt,MO,LHHS,,,"Truman State University , MO, for facilities and equipment",6000000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Truman State University,Kirksville,For facilities and construction of a rural telehealth counseling center and integrated SKILLs Center.,12000000.0,,,,,,,1,Missouri,Roy,MO,,,1,19611,FY2023,,B000575,Education,Higher Ed,-92.58096,40.18316,-92.58096,40.18316,establishment,rooftop,100 e normal ave,kirksville,mo 63501,usa,"40.18981, 40.17975, -92.577068, -92.585572",S,4933,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,6000000.0,0,1,0.0,6000000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,6646,6646
Blunt,MO,LHHS,,,"Connect2Culture, MO, for educational programming",197000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Connect2Culture,Joplin,Funding for educational programming.,200000.0,,,,,,,1,Missouri,Roy,MO,,,1,17240,FY2023,,B000575,Education,,-94.51515,37.08378,-94.51515,37.08378,establishment,rooftop,212 w 7th st,joplin,mo 64801,usa,"37.08528, 37.08258, -94.513799, -94.516497",S,5325,Elementary and Secondary Education,Department of Education,,,,1.0,S,197000.0,0,1,0.0,197000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,5854,5854
Blunt,MO,LHHS,,,"Harris Stowe State University, MO, for student support services and IT infrastructure, including the purchase of equipment andtechnology",1078000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Harris Stowe State University,St. Louis,For the purchase of IT infrastructure to upgrade the student-information system and learning management system to improve student services.,2500000.0,,,,,,,1,Missouri,Roy,MO,,,1,19604,FY2023,,B000575,Education,Higher Ed,-90.22492,38.63192,-90.22492,38.63192,establishment,rooftop,​3026 laclede ave,st. louis,mo 63103,usa,"38.63494, 38.63112, -90.222882, -90.227298",S,5644,Higher Education,Department of Education,,,,1.0,S,1078000.0,0,1,0.0,1078000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,6639,6639
Blunt,MO,LHHS,,,"Missouri State University, MO, for a permanent endowment fund to support the recruitment and retention of exceptional faculty in health and life sciences",3000000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Missouri State University,Springfield,"Facilities and equipment for the Ozarks Health and Life Science Center at Temple Hall at Missouri State University to house classrooms, labs, and offices to support STEM, health, and life sciences research and academic programs. Missouri State Univer",30000000.0,,,,,,,1,Missouri,Roy,MO,,,1,19621,FY2023,,B000575,Education,Higher Ed,-93.28068,37.20056,-93.28068,37.20055,establishment,rooftop,901 s national ave,springfield,mo 65897,usa,"37.20411, 37.19668, -93.276218, -93.286732",S,5696,Higher Education,Department of Education,,,,1.0,S,3000000.0,0,1,0.0,3000000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,6656,6656
Blunt,MO,LHHS,,,"Missouri State University, MO, for degree programs and a program for college students with autism transitioning from high school",1500000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Missouri State University,West Plains,"For education and training for an associate degrees for paraprofessionals working with students with autism, and to provide an associate of arts degree program in psychology, with an emphasis on autism.",2500000.0,,,,,,,1,Missouri,Roy,MO,,,1,19618,FY2023,,B000575,Education,Higher Ed,-91.85714,36.72947,-91.85714,36.72947,establishment,rooftop,2715 128 garfield ave,west plains,mo 65775,usa,"36.73082, 36.72812, -91.855788, -91.858486",S,5697,Higher Education,Department of Education,,,,1.0,S,1500000.0,0,1,0.0,1500000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,6653,6653
Blunt,MO,LHHS,,,"Missouri University of Science and Technology, MO, for the purchase of equipment and supplies to support STEM degree programs",3000000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Missouri University of Science and Technology,Rolla,For equipment and supplies to improve STEM degree programs.,5000000.0,,,,,,,1,Missouri,Roy,MO,,,1,19624,FY2023,,B000575,Education,Higher Ed,-91.77563,37.95371,-91.77563,37.95371,establishment,rooftop,106,parker hall,300 w 13th st,rolla,"mo 65409, usa, 37.95505, 37.95236, -91.774014, -91.776712",S,5698,Higher Education,Department of Education,,,,1.0,S,3000000.0,0,1,0.0,3000000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,6659,6659
Blunt,MO,LHHS,,Missouri,"The Curators of the University of Missouri, MO, for a permanent endowment fund to support the recruitment and retention ff exceptional faculty in precision health care",3000000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,The Curators of the University of Missouri,Columbia,For the University of Missouri for a permanent endowment fund to support the recruitment and retention of exceptional faculty in precision health care.,3000000.0,,,,,,,1,Missouri,Roy,MO,,,1,19620,FY2023,,B000575,Education,Higher Ed,-92.32774,38.94038,-92.32774,38.94038,establishment,geometric_center,columbia,mo 65211,usa,38.94818,"38.93520, -92.322084, -92.334151",S,5782,Higher Education,Department of Education,,,,1.0,S,3000000.0,0,1,0.0,3000000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,6655,6655
Blunt,MO,LHHS,,,"Webster University, MO, for the purchase of equipment and technology",1025000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Webster University,St. Louis,For technology upgrades to support the College’s masters programs.,2000000.0,,,,,,,1,Missouri,Roy,MO,,,1,19625,FY2023,,B000575,Education,Higher Ed,-90.34397,38.58935,-90.34397,38.58935,establishment,rooftop,470 e lockwood ave,webster groves,mo 63119,usa,"38.59395, 38.58595, -90.340153, -90.348436",S,5841,Higher Education,Department of Education,,,,1.0,S,1025000.0,0,1,0.0,1025000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,6660,6660
Blunt,MO,Interior,,Springfield,City of Springfield for Booster Pump Station,14000000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,City of Springfield,Springfield,Increase access to drinking water,14000000.0,,,,,,,1,Missouri,Roy,MO,,,1,10062,FY2023,,B000575,Water,Drinking Water,-93.292299,37.20896,-93.292299,37.20896,locality,approximate,springfield,mo,usa,37.27081,"37.08740, -93.178643, -93.414006",S,6009,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,,,,1.0,S,14000000.0,0,1,0.0,14000000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,3407,3407
Blunt,MO,Interior,,St. Charles,City of St. Charles for Well Replacement,2000000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,City of St. Charles,St. Charles,Replace wells to provide drinking water,2000000.0,,,,,,,1,Missouri,Roy,MO,,,1,10065,FY2023,,B000575,Water,Drinking Water,-90.497436,38.78811,-90.497436,38.78811,locality,approximate,st charles,mo,usa,38.84510,"38.74496, -90.460517, -90.570824",S,6010,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,,,,1.0,S,2000000.0,0,1,0.0,2000000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,3410,3410
Blunt,MO,Interior,,Saline County,Saline County for Interstate 70 and Highway 65 Interchange Improvements,2000000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Saline County,Saline County,Install sewer system,2000000.0,,,,,,,1,Missouri,Roy,MO,,,1,12255,FY2023,,B000575,Water,Sewage & Water Treatment Systems,-93.177966,39.19436,-93.177966,39.19436,administrative_area_level_2,approximate,saline county,mo,usa,39.41181,"38.92824, -92.848825, -93.496377",S,6381,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,,,1.0,S,2000000.0,0,1,0.0,2000000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,4159,4159
Blunt,MO,Interior,,Pollock,Village of Pollock for Sewer Collection System,5061000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Village of Pollock,Pollock,Increase the city's ability to properly manage wastewater,6500000.0,,,,,,,1,Missouri,Roy,MO,,,1,12254,FY2023,,B000575,Water,Sewage & Water Treatment Systems,-93.084931,40.35918,-93.084931,40.35918,locality,approximate,pollock,mo 63560,usa,40.36099,"40.35598, -93.077465, -93.088545",S,6382,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,,,1.0,S,5061000.0,0,1,0.0,5061000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,4158,4158
Blunt,MO,Interior,,,University of Missouri for Water Resource Center,5000000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,University of Missouri,Columbia,Research the Missouri River,5000000.0,,,,,,,1,Missouri,Roy,MO,,,1,15901,FY2023,,B000575,Other - Interior,,-92.32774,38.94038,-92.32774,38.94038,establishment,geometric_center,columbia,mo 65211,usa,38.94818,"38.93520, -92.322084, -92.334151",S,6593,Science and Technology-Research: National Priorities,Environmental Protection Agency,,,,1.0,S,5000000.0,0,1,0.0,5000000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,5329,5329
Blunt,MO,Interior,,,National Park Service for Alley Springs Campground,400000.0,,,Roy Blunt,1/10/50,M,3.0,Republican,,,,,,,,,,,,,,,,,,,,,,,,Ozark National Scenic Riverways,Carter County,"Repair and improve facilities in Alley Springs, Ozark National Scenic Riverways.",10000000.0,,,,,,,1,Missouri,Roy,MO,,,1,15902,FY2023,,B000575,Other - Interior,,-91.01621,37.00047,-91.01621,37.00047,establishment,rooftop,404 watercress rd,van buren,mo 63965,usa,"37.00177, 36.99907, -91.014861, -91.017559",S,6704,Legacy Restoration Fund,National Park Service,,,,1.0,S,400000.0,0,1,0.0,400000.0,Roy,,,B000575,,,,,,,,,,,,,,,,,,,,,,,5330,5330
Booker,NJ,FSGG,Robbinsville Township Robbinsville,Township,Archival Preservation and Digitization,200000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Robbinsville Township,Robbinsville Township,For preservation and digitization of paper archival records for ease of public access.,200000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,7470,FY2023,A,B001288,Archival,,-74.619533,40.2162,-74.619533,40.2162,locality,approximate,robbinsville twp,nj,usa,40.26612,"40.17968, -74.536457, -74.649636",S,341,National Historical Publications & Records Commission Grants Program,National Archives and Records Administration (NARA),,,,1.0,S,200000.0,0,1,0.0,200000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,2473,2473
Booker,NJ,FSGG,United Way of Northern New Jersey Cedar,Knolls,United For ALICE@Work in New Jersey,642000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,United Way of Northern New Jersey,"Essex, Morris, Somerset, Sussex, Warren Counties",To develop and implement a new initiative that educates employers on how to create and retain quality jobs for low-wage employees.,642000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,7793,FY2023,A,B001288,Small Business,,-74.920877,40.88419,-74.920877,40.88419,administrative_area_level_2,approximate,warren county,nj,usa,41.09441,"40.59178, -74.769425, -75.203921",S,376,Salaries and Expenses,Small Business Administration (SBA),,,,2.0,S,321000.0,0,2,0.0,642000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,2592,2592
Booker,NJ,THUD,,Atlantic City,Atlantic City International Airport (ACY) Cargo Taxiway Project,3000000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,South Jersey Transportation Authority,"Atlantic, Camden, Cape May, Cumberland, Gloucester, Salem",For design of a cargo taxiway at Atlantic City International Airport for the development of cargo service.,3000000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,33140,FY2023,A,B001288,Transportation,Roads,-75.11962,39.92595,-75.11962,39.92595,locality,approximate,camden,nj,usa,39.96948,"39.89866, -75.066546, -75.136268",S,1377,Grants-in-Aid for Airports,Department of Transportation,,,,2.0,S,1500000.0,0,2,0.0,3000000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,11349,11349
Booker,NJ,THUD,,,County Road 653/County Avenue Improvements,1750000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Hudson County New Jersey,Hudson,"For improvements to 1.6 miles of County Road 653/County Avenue in Secaucus, NJ, for milling and repaving, to improve drainage/prevent flooding, and for traffic signal upgrades and replacements.",1750000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,33141,FY2023,A,B001288,Transportation,Roads,-74.05351,40.74532,-74.05351,40.74532,administrative_area_level_2,approximate,hudson county,nj,usa,40.82358,"40.64215, -73.984794, -74.166087",S,1759,Highway Infrastructure Programs,Department of Transportation,,,,3.0,B,583333.3333,1,2,583333.3333,1166666.667,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,11350,11350
Booker,NJ,THUD,,,Passaic-Main Avenue Parking Deck Project,4000000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,City of Passaic,Passaic,To support the completion of the Main Avenue Parking Deck Project.,4000000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,33147,FY2023,A,B001288,Transportation,Roads,-74.12848,40.85677,-74.12848,40.85677,locality,approximate,passaic,nj,usa,40.87681,"40.83410, -74.106786, -74.146704",S,1760,Highway Infrastructure Programs,Department of Transportation,,,,3.0,B,1333333.333,1,2,1333333.333,2666666.667,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,11356,11356
Booker,NJ,THUD,The Town of Secaucus,Secaucus,Secaucus Senior Center Construction Project,950000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Town of Secaucus,Hudson,"For the construction of a new senior services building, located in a low-income minority tract. The original site had to be demolished so the Town could complete remediation resulting from leaking underground heating oil tanks, which compromised the",950000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,38295,FY2023,A,B001288,Urban Development,,-74.05653,40.78954,-74.05653,40.78955,locality,approximate,secaucus,nj,usa,40.80770,"40.74880, -74.033791, -74.095450",S,3124,Community Development Fund,Department of Housing and Urban Development,,,,3.0,B,316666.6667,1,2,316666.6667,633333.3333,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,13260,13260
Booker,NJ,LHHS,,,"Atlantic County Economic Alliance, NJ, for an apprenticeship program for veterans",150000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Atlantic County Economic Alliance,Atlantic,"To develop and conduct an inclusive veteran-focused film apprenticeship program, primarily using uncrewed aircraft-mounted (""drone"") video cameras as applied to commercial and creative filmmaking.",150000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,27810,FY2023,A,B001288,Other - LHHS,,-74.57221,39.43331,-74.57221,39.43331,establishment,rooftop,600 aviation research blvd suite 120,egg harbor township,nj 08234,usa,"39.43467, 39.43197, -74.570833, -74.573531",S,3738,Employment and Training Administration,Department of Labor,,,,1.0,S,150000.0,0,1,0.0,150000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,9400,9400
Booker,NJ,LHHS,,New Brunswick,"New Brunswick Free Public Library, NJ, for employment and training activities",38000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,New Brunswick Free Public Library,Middlesex,To improve the level of resident's English and digital proficiency in order to get employment or better employment with bilingual (Spanish and English) ESL instructors and job coaches.,38000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,22033,FY2023,A,B001288,Workforce Development,,-74.44558,40.49135,-74.44558,40.49135,establishment,rooftop,60 livingston ave,new brunswick,nj 08901,usa,"40.49248, 40.48979, -74.444447, -74.447145",S,3861,Employment and Training Administration,Department of Labor,,,,1.0,S,38000.0,0,1,0.0,38000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,7416,7416
Booker,NJ,LHHS,,,"New Jersey Institute of Technology, NJ, for a pre-apprenticeship skills-training program in advanced manufacturing and mechatronics",650000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,New Jersey Institute of Technology,"Essex, Middlesex, Union",To implement and test a comprehensive pre-apprenticeship skill-training program in advanced manufacturing and mechatronics.,650000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,22028,FY2023,A,B001288,Workforce Development,,-74.17932,40.74235,-74.17932,40.74235,establishment,rooftop,323 dr martin luther king jr blvd,newark,nj 07102,usa,"40.74470, 40.73959, -74.175895, -74.182723",S,3864,Employment and Training Administration,Department of Labor,,,,2.0,S,325000.0,0,2,0.0,650000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,7411,7411
Booker,NJ,LHHS,,,"Bridges Outreach, Inc, NJ, to provide services and case management to individuals experiencing homelessness",517000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,"Bridges Outreach, Inc",Essex,"Funding two social workers to provide direct case management services to the homeless population in Newark, NJ 7 nights a week.",517000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,21611,FY2023,A,B001288,Housing & Homelessness,,-74.26488,40.79475,-74.26488,40.79475,administrative_area_level_2,approximate,essex county,nj,usa,40.90897,"40.67437, -74.112787, -74.377409",S,3986,Administration for Children and Families,Department of Health and Human Services,,,,1.0,S,517000.0,0,1,0.0,517000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,7258,7258
Booker,NJ,LHHS,,,"New Jersey Coalition to End Domestic Violence, NJ, for services for domestic violence survivors and their families",500000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,New Jersey Coalition to End Domestic Violence,"Atlantic, Bergen, Burlington, Camden, Cape May, Cumberland, Essex, Gloucester, Hudson, Hunterdon, Mercer, Middlesex, Monmouth, Morris, Ocean, Passaic, Salem, Somerset, Sussex, Union, Warren","To connect New Jersey survivors of domestic violence and their children experiencing or at-risk of homelessness with funding for rent, utilities and other relocation assistance to help them transition into safe, stable housing.",500000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,21610,FY2023,A,B001288,Housing & Homelessness,,-74.50553,40.63417,-74.50553,40.63417,locality,approximate,warren,nj 07059,usa,40.67340,"40.58735, -74.449108, -74.576733",S,4074,Administration for Children and Families,Department of Health and Human Services,,,,1.0,S,500000.0,0,1,0.0,500000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,7257,7257
Booker,NJ,LHHS,,,"AngelaCARES, NJ, for case management and counseling services",102000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,AngelaCARES,Hudson,"To provide comprehensive case management assistance (applying for critical services and benefits), counseling assistance for older people.",102000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,23201,FY2023,A,B001288,,,-74.07688,40.71337,-74.07688,40.71337,establishment,rooftop,439 martin luther king dr,jersey city,nj 07304,usa,"40.71468, 40.71198, -74.075458, -74.078156",S,4144,Administration for Community Living,Department of Health and Human Services,,,,1.0,S,102000.0,0,1,0.0,102000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,7738,7738
Booker,NJ,LHHS,,Manahawkin,"Community Services Inc. of Ocean County, Manahawkin, NJ for increasing food delivery to seniors, including the purchase of equipment",270475.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Community Services Inc. of Ocean County,Ocean County,To purchase new refrigeration and heating vehicles to deliver meals to the elderly and disabled.,270000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,23199,FY2023,A,B001288,,,-74.31182,39.96525,-74.31182,39.96526,administrative_area_level_2,approximate,ocean county,nj,usa,40.17240,"39.47520, -73.965414, -74.553105",S,4158,Administration for Community Living,Department of Health and Human Services,,,,2.0,B,135237.5,1,1,135237.5,135237.5,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,7736,7736
Booker,NJ,LHHS,,,"Lawnside Intergenerational Program, NJ, for an intergenerational support program",30000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Lawnside Intergenerational Program,Candem,"For continued development of Lawnsides Intergenerational programing in our community, by connecting Seniors and Youth across generations. We hope to achieve our vision of a truly age friendly town.",30000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,22820,FY2023,A,B001288,Senior Services,,-75.02823,39.8665,-75.02823,39.8665,locality,approximate,lawnside,nj,usa,39.87892,"39.85772, -75.012680, -75.046669",S,4173,Administration for Community Living,Department of Health and Human Services,,,,1.0,S,30000.0,0,1,0.0,30000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,7657,7657
Booker,NJ,LHHS,,Mercer County,"Meals on Wheels of Mercer County, NJ, forequipment",81000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,Meals on Wheels of Mercer County,Mercer,"To purchase a refrigerated truck to deliver and increase accessibility to healthy fresh produce, dairy, and other grocery items to homebound individuals, thus supplementing our daily delivery of nutritious meals.",81000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,26287,FY2023,A,B001288,Health,,-74.77042,40.26475,-74.77042,40.26475,establishment,rooftop,320 hollowbrook dr,ewing township,nj 08638,usa,"40.26603, 40.26333, -74.769201, -74.771899",S,4179,Administration for Community Living,Department of Health and Human Services,,,,1.0,S,81000.0,0,1,0.0,81000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,8912,8912
Booker,NJ,LHHS,,Elizabeth,"City of Elizabeth, NJ, for equipment",500000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,City of Elizabeth,Union,"For a Mobile Emergency and Homeless Case Management Unit to provide on-site assistance to victims of emergency events, including, but not limited to fires and severe weather events/conditions, as well as homeless individuals in need.",500000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,26286,FY2023,A,B001288,Health,,-74.2107,40.66399,-74.2107,40.66399,locality,approximate,elizabeth,nj,usa,40.69043,"40.63263, -74.136703, -74.254216",S,4356,Health Resources and Services Administration,Department of Health and Human Services,,,,1.0,S,500000.0,0,1,0.0,500000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,8911,8911
Booker,NJ,LHHS,,Newark,"City of Newark, NJ, for facilities and equipment",1000000.0,,,Cory A. Booker,4/27/69,M,2.0,Democrat,,,,,,,,,,,,,,,,,,,,,,,,City of Newark,City of Newark,For renovation of community health clinics located in five public schools to bring Primary Care and Behavioral Health Services to Newark residents in each of the five wards in Newark.,1000000.0,,,,,,,2,New Jersey,Cory,NJ,,,1,16288,FY2023,A,B001288,Education,Pre-K to High School,-74.17237,40.73566,-74.17237,40.73566,locality,approximate,newark,nj,usa,40.78866,"40.67390, -74.112787, -74.251324",S,4365,Health Resources and Services Administration,Department of Health and Human Services,,,,2.0,S,500000.0,0,2,0.0,1000000.0,Cory,Anthony,,B001288,,,,,,,,,,,,,,,,,,,,,,,5480,5480
