last,st,chamber,id,subcommittee,account,department,recipient,location,project,budget_request,additional_amount,amount,first.x,multi,origination,member_amount,house_mem,sentate_mem,house_tot,senate_tot,first.y,middle_name,suffix,nickname,full_name,birthday,gender,district,senate_class,party,bioguide_id,recipient.x,recipient.y,project.x,project.y,amount.x,suffix.x,nickname.x,full_name.x,birthday.x,gender.x,senate_class.x,party.x,...35,...36,state,first,full_name.y,project_st,amount.y,senate_class.y,party.y,member_id,pvi_2020,request_num,ID,FY,middle,member_ID,suffix.y,nickname.y,birthday.y,gender.y,cat,sub,address.lon,address.lat,formatted_address.lon,formatted_address.lat,formatted_address.type,formatted_address.loctype,formatted_address.address,formatted_address.north,formatted_address.south,formatted_address.east,formatted_address.west
Collins,ME,S,4251,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Aroostook Dental Clinic, ME, for equipment",,,450000.0,,1.0,S,450000.0,0,1,0.0,450000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4293,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Brooks Ambulance, Inc., ME, for equipment",,,150000.0,,1.0,S,150000.0,0,1,0.0,150000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4318,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,Aroostook County,"Central Aroostook County Emergency Medical Service, ME, for equipment",,,454000.0,,1.0,S,454000.0,0,1,0.0,454000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4320,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Central Maine Healthcare Corporation, ME, for facilities and equipment",,,820000.0,,1.0,S,820000.0,0,1,0.0,820000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4385,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Community Clinical Services, Inc., ME, for facilities and equipment",,,2000000.0,,1.0,S,2000000.0,0,1,0.0,2000000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4436,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Day One, ME, for facilities and equipment",,,443000.0,,2.0,S,221500.0,0,2,0.0,443000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4439,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Dempsey Centers for Quality Cancer Care, ME, for equipment",,,725000.0,,1.0,S,725000.0,0,1,0.0,725000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4451,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Eastern Maine Medical Center, ME, for facilities and equipment",,,1198000.0,,2.0,S,599000.0,0,2,0.0,1198000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4543,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Houlton Regional Hospital, ME, for facilities and equipment",,,2200000.0,,1.0,S,2200000.0,0,1,0.0,2200000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4565,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Jackson Laboratory, ME, for facilities and equipment",,,3500000.0,,1.0,S,3500000.0,0,1,0.0,3500000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4583,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Kennebec Valley Family Dentistry, ME, for facilities and equipment",,,603000.0,,2.0,S,301500.0,0,2,0.0,603000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4646,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,Augusta,"Maine Department of Defense, Veterans and Emergency Management, Augusta, ME for facilities and equipment, and operational costs for a rural health project",,,3000000.0,,2.0,B,1500000.0,1,1,1500000.0,1500000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4647,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,ME,"MaineGeneral Medical Center, ME, for facilities and equipment",,,2000000.0,,2.0,S,1000000.0,0,2,0.0,2000000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4649,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"MaineHealth, ME, for facilities and equipment",,,1642000.0,,3.0,B,547333.3333,1,2,547333.3333,1094666.667,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4667,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,Rockland,"Mid-Coast Health Net Inc. dba Knox Clinic, Rockland, ME for facilities and equipment",,,2105000.0,,3.0,B,701666.6667,1,2,701666.6667,1403333.333,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4669,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Millinocket Regional Hospital, ME, for facilities and equipment",,,3500000.0,,2.0,S,1750000.0,0,2,0.0,3500000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4684,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,Mount Desert Island,"Mount Desert Island Biological Laboratory, ME, for facilities and equipment",,,600000.0,,2.0,S,300000.0,0,2,0.0,600000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4741,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Oasis Health Network Inc., ME, for facilities and equipment",,,833000.0,,2.0,S,416500.0,0,2,0.0,833000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4882,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"St. Joseph Hospital, ME, for equipment",,,708000.0,,2.0,S,354000.0,0,2,0.0,708000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4888,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"St. Mary's Regional Medical Center, ME, for facilities and equipment",,,945000.0,,2.0,S,472500.0,0,2,0.0,945000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4920,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Three Rivers Ambulance Service, ME, for equipment",,,175000.0,,1.0,S,175000.0,0,1,0.0,175000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4934,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"Trustees of Saint Joseph's College Saint Joseph's College of Maine, ME, for facilities and equipment",,,1165000.0,,2.0,S,582500.0,0,2,0.0,1165000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4965,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"University of Maine System, ME, for nursing education facilities and equipment",,,4500000.0,,2.0,S,2250000.0,0,2,0.0,4500000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4966,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"University of Maine System, ME, for dental training facilities and equipment",,,750000.0,,2.0,S,375000.0,0,2,0.0,750000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4967,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"University of Maine System, ME, for rural health activities to prevent tick-borne diseases",,,1653000.0,,1.0,S,1653000.0,0,1,0.0,1653000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,4995,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,Upper Kennebec Valley,"Upper Kennebec Valley Ambulance Service, ME, for facilities and equipment",,,600000.0,,2.0,S,300000.0,0,2,0.0,600000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5061,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,York County,"York County Fire & EMS Office, ME, for equipment",,,750000.0,,2.0,S,375000.0,0,2,0.0,750000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5062,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,York County,"York County Government, ME, for facilities and equipment",,,1968000.0,,2.0,S,984000.0,0,2,0.0,1968000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5063,LHHS,Health Resources and Services Administration,Department of Health and Human Services,,,"York Hospital, ME, for facilities and equipment",,,2500000.0,,2.0,S,1250000.0,0,2,0.0,2500000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5334,LHHS,Elementary and Secondary Education,Department of Education,,,"Educate Maine, ME, for a mobile science lab, including the purchase of equipment and curriculum development",,,1000000.0,,2.0,S,500000.0,0,2,0.0,1000000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5520,LHHS,Elementary and Secondary Education,Department of Education,,,"University of Maine System, ME, for a dual enrollment program",,,464000.0,,1.0,S,464000.0,0,1,0.0,464000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5656,LHHS,Higher Education,Department of Education,,ME,"Husson University, ME, for the purchase of equipment and technology",,,726000.0,,3.0,B,242000.0,1,2,242000.0,484000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5662,LHHS,Higher Education,Department of Education,,,"Kennebec Valley Community College, ME, for a student support and success center, including the purchase of equipment and technology",,,145000.0,,2.0,S,72500.0,0,2,0.0,145000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5677,LHHS,Higher Education,Department of Education,,,"Maine Maritime Academy, ME, for the purchase of equipment and technology",,,2500000.0,,1.0,S,2500000.0,0,1,0.0,2500000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5719,LHHS,Higher Education,Department of Education,,,"Northern Maine Community College, ME, for an early childhood education degree program, including the purchase of equipemtn",,,115000.0,,1.0,S,115000.0,0,1,0.0,115000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5792,LHHS,Higher Education,Department of Education,,,"Thomas College, ME, for the purchase of equipment and tuition assistance",,,974000.0,,2.0,S,487000.0,0,2,0.0,974000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5806,LHHS,Higher Education,Department of Education,,,"University of Maine System, ME, for the purchase of IT equipment",,,17000.0,,2.0,S,8500.0,0,2,0.0,17000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5807,LHHS,Higher Education,Department of Education,,,"University of Maine System, ME, for the purchase of equipment and technology",,,400000.0,,2.0,S,200000.0,0,2,0.0,400000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5983,Interior,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,,,Gray Water District for Maine Turnpike Crossing Water Main Replacement,,,1416000.0,,1.0,S,1416000.0,0,1,0.0,1416000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5984,Interior,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,,Calais,City of Calais for Calais Well and Generator Replacement,,,576000.0,,1.0,S,576000.0,0,1,0.0,576000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5985,Interior,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,,Baileyville,Baileyville Utilities District for Palm Street Waterline Replacement,,,1592000.0,,2.0,S,796000.0,0,2,0.0,1592000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,5986,Interior,STAG- Drinking Water State Revolving Fund,Environmental Protection Agency,,,Stonington Water Company for Stonington Water Storage Tank Construction,,,1000000.0,,2.0,S,500000.0,0,2,0.0,1000000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6339,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,Dover-Foxcroft,Town of Dover-Foxcroft for Dover-Foxcroft Wastewater Treatment Facility Improvements,,,1000000.0,,1.0,S,1000000.0,0,1,0.0,1000000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6340,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,Augusta,Greater Augusta Utility District for Sewer Pump Station Consolidation,,,2000000.0,,1.0,S,2000000.0,0,1,0.0,2000000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6341,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,Mattawamkeag,Town of Mattawamkeag for Mattawamkeag Lagoon Sludge Dredging,,,520000.0,,1.0,S,520000.0,0,1,0.0,520000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6342,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,Calais,City of Calais for Calais North Street Sewer Remediation Project,,,500000.0,,1.0,S,500000.0,0,1,0.0,500000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6343,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,,Mapleton Sewer District for West Chapman Road Sanitary Sewer Replacement,,,783000.0,,1.0,S,783000.0,0,1,0.0,783000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6344,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,,Eagle Lake Water and Sewer District for Eagle Lake Wastewater Treatment & Pumping Stations Upgrade,,,1000000.0,,2.0,S,500000.0,0,2,0.0,1000000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6345,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,Grand Isle,Town of Grand Isle for Water and Wastewater Treatment Plant and Pump Station Upgrades and Sludge Drying Bed,,,1296000.0,,2.0,S,648000.0,0,2,0.0,1296000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6346,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,Winthrop,Winthrop Utilities District for Winthrop Pump Stations Upgrade,,,1896000.0,,2.0,S,948000.0,0,2,0.0,1896000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6347,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,York,York Sewer District for Route 1 Corridor Sewer Extension,,,1500000.0,,2.0,S,750000.0,0,2,0.0,1500000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6348,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,Hampden,Town of Hampden for Souadabscook Pump Station Replacement,,,2000000.0,,2.0,S,1000000.0,0,2,0.0,2000000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6349,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,Windham,Town of Windham for North Windham Wastewater Treatment Facility,,,2000000.0,,2.0,S,1000000.0,0,2,0.0,2000000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6350,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,Solon,Solon Water District for Solon Water Main Replacement,,,340000.0,,2.0,S,170000.0,0,2,0.0,340000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6351,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,Gorham,Town of Gorham for Feasibility Study for Sewer and Water Distribution System,,,240000.0,,2.0,S,120000.0,0,2,0.0,240000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6352,Interior,STAG-Clean Water State Revolving Fund,Environmental Protection Agency,,Bar Harbor,Town of Bar Harbor for Up Island Water Tank Storage,,,1439000.0,,2.0,S,719500.0,0,2,0.0,1439000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6585,Interior,STAG-Other,Environmental Protection Agency,,Poland,Town of Poland for Transfer Station Improvements,,,598000.0,,2.0,S,299000.0,0,2,0.0,598000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6591,Interior,Science and Technology-Research: National Priorities,Environmental Protection Agency,,,University of Maine System for UMaine PFAS Research Center: Informing Farm Management Decisions,,,3000000.0,,2.0,S,1500000.0,0,2,0.0,3000000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6592,Interior,Science and Technology-Research: National Priorities,Environmental Protection Agency,,,University of Maine for Tick-Borne Disease Management Strategies,,,2021000.0,,1.0,S,2021000.0,0,1,0.0,2021000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6605,Interior,Resource Management,Fish and Wildlife Service,,,Sportsmen's Alliance of Maine for Maine Hatchery Revitalization,,,700000.0,,1.0,S,700000.0,0,1,0.0,700000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6606,Interior,Resource Management,Fish and Wildlife Service,,Whiting,Town of Whiting for Orange River Watershed Restoration,,,2900000.0,,2.0,S,1450000.0,0,2,0.0,2900000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6607,Interior,Resource Management,Fish and Wildlife Service,,Danforth,Atlantic Salmon Federation for Danforth Fishway Restoration,,,567000.0,,2.0,S,283500.0,0,2,0.0,567000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6665,Interior,Historic Preservation Fund-Save America's Treasures Grants,National Park Service,,,Poland Spring Preservation Society for Maine State Building,,,278000.0,,1.0,S,278000.0,0,1,0.0,278000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6666,Interior,Historic Preservation Fund-Save America's Treasures Grants,National Park Service,,,Watts Hall Community Players for Historic Watts Block Preservation,,,300000.0,,2.0,S,150000.0,0,2,0.0,300000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6667,Interior,Historic Preservation Fund-Save America's Treasures Grants,National Park Service,,Rockland,City of Rockland for Rockland Breakwater Lighthouse Preservation,,,125000.0,,2.0,S,62500.0,0,2,0.0,125000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6707,Interior,National Recreation and Preservation,National Park Service,,Acadia,Acadia Disposal District for Household Hazardous Wasteand Universal Waste Collection Facility,,,350000.0,,2.0,S,175000.0,0,2,0.0,350000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6780,Homeland,Federal Assistance-PDM,FEMA,City of Westbrook,Westbrook,City of Westbrook-Presumpscot River Corridor: Landslide Vulnerability Assessment (Windham to Portland),,,996000.0,,2.0,S,498000.0,0,2,0.0,996000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,6803,Homeland,Federal Assistance-EOC,FEMA,Hancock County Emergency Management Agency,Hancock County,Hancock County Emergency Operations Center,,,1500000.0,,1.0,S,1500000.0,0,1,0.0,1500000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,7022,EW,Operation and Maintenance,Army Corps of Engineers (Civil),U.S. Army Corps of Engineers,George's River,"George's River, ME",,500000.0,500000.0,,1.0,S,500000.0,0,1,0.0,500000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,7043,EW,Operation and Maintenance,Army Corps of Engineers (Civil),U.S. Army Corps of Engineers,Scarborough River,"Scarborough River, ME",,2700000.0,2700000.0,,1.0,S,2700000.0,0,1,0.0,2700000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,ME,S,7053,EW,Operation and Maintenance,Army Corps of Engineers (Civil),U.S. Army Corps of Engineers,Wells Harbor,"Wells Harbor, ME",,1000000.0,1000000.0,,1.0,S,1000000.0,0,1,0.0,1000000.0,Susan,M.,,,Susan M. Collins,12/7/52,F,,2.0,Republican,C001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coons,DE,S,2457,THUD,Community Development Fund,Department of Housing and Urban Development,"St. Michael's School and Nursery, Inc.",,St. Michael's Building Renovation and Expansion Project,,,1000000.0,,2.0,S,500000.0,0,2,0.0,1000000.0,Christopher,Andrew,,,Christopher A. Coons,9/9/63,M,,2.0,Democrat,C001088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
